,id,region,regulated_dam,primary_purpose,primary_type,height,length,volume,surface,drainage,spillway,inspection_frequency,distance_to_nearest_city,hazard,assessment,probability_of_failure,dam_repair_loss,damage_loss,business_interruption_loss,age,modification_count,years_from_modification,years_from_inspection,years_from_assessment
150,SOAD03788,Flumevale,Yes,Recreation,Earth,2.778,0.1,698.0,0.01773,7.98987,Uncontrolled,0.5,0.0,Significant,Satisfactory,0.1303,43.8,343.5,5.8,92.0,0,92.0,3.0,3.0
151,SOAD08315,Navaldia,Yes,Flood Risk Reduction,Earth,5.768,0.033,,0.00394,2.66329,Uncontrolled,0.5,,Significant,Not Rated,0.1646,15.1,465.8,,24.0,0,24.0,6.0,24.0
152,SOAD14643,Navaldia,Yes,,Earth,2.899,,,,,Uncontrolled,0.2,2.96,High,Not Rated,0.0697,11.0,943.9,,,0,,7.0,2.0
153,SOAD15493,Navaldia,Yes,Recreation,Earth,7.259,0.05,,0.00788,2.66329,,0.5,,Significant,Fair,0.1287,25.8,384.0,8.9,,0,,8.0,
154,SOAD15721,Navaldia,Yes,Recreation,Earth,3.34,0.092,,0.02167,2.66329,,0.5,,Significant,Unsatisfactory,0.166,47.1,308.9,7.5,,0,,,
155,SOAD16484,Navaldia,Yes,Flood Risk Reduction,Earth,1.775,0.25,,0.00788,,,0.5,,Significant,Fair,0.1485,15.2,259.5,,35.0,0,35.0,6.0,35.0
156,SOAD17280,Navaldia,Yes,Flood Risk Reduction,Earth,5.731,0.157,,0.00788,2.66329,,0.5,,Significant,Fair,0.1396,33.6,463.7,,37.0,0,37.0,10.0,37.0
157,SOAD17404,Navaldia,Yes,Recreation,Earth,7.149,0.103,,,,,0.5,,Significant,Poor,0.153,369.0,339.1,5.3,33.0,0,33.0,6.0,33.0
158,SOAD18309,Navaldia,Yes,Recreation,Earth,15.943,0.08,,0.00394,2.66329,Uncontrolled,1.0,,High,Fair,0.0991,15.0,927.6,8.2,91.0,0,91.0,6.0,91.0
159,SOAD20514,Navaldia,Yes,Recreation,Concrete,4.016,0.027,,0.01379,7.98987,Uncontrolled,0.5,,Significant,Satisfactory,0.1239,36.0,167.3,7.8,,0,,7.0,
160,SOAD01103,Navaldia,Yes,Recreation,Earth,9.308,0.119,21280.0,0.00591,,Uncontrolled,0.2,4.75,High,Fair,0.0597,20.6,382.0,8.1,70.0,1,20.0,2.0,2.0
161,SOAD05612,Navaldia,Yes,,Earth,8.192,0.117,,0.01576,,Uncontrolled,0.2,,High,Not Rated,0.103,31.9,884.7,,,1,9.0,8.0,3.0
162,SOAD06989,Navaldia,Yes,Flood Risk Reduction,Earth,9.677,0.117,,,2.66329,Uncontrolled,0.2,0.16,High,Fair,0.0813,32.0,224.1,,91.0,0,91.0,5.0,5.0
163,SOAD07069,Navaldia,Yes,Other,Earth,11.062,0.058,,0.00394,,,0.5,,Significant,Fair,0.1318,27.8,452.5,,43.0,0,43.0,8.0,43.0
164,SOAD08746,Flumevale,Yes,Flood Risk Reduction,Earth,13.48,0.12,8900.0,0.00788,,Uncontrolled,1.0,0.0,High,Fair,0.0965,8.6,531.1,,20.0,0,20.0,5.0,5.0
165,SOAD08992,Lyndrassia,No,Recreation,,7.043,,,0.00788,,,0.0,0.0,High,Not Rated,0.0973,40.6,890.8,7.1,34.0,0,34.0,34.0,34.0
166,SOAD10319,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.331,0.167,,0.01379,,Uncontrolled,0.2,,Significant,Not Rated,0.0986,18.5,176.5,,35.0,0,35.0,14.0,9.0
167,SOAD10791,Navaldia,Yes,,,4.832,0.09,,0.01379,,Uncontrolled,0.2,,High,Fair,0.0869,12.8,818.5,,,0,,4.0,4.0
168,SOAD13594,Navaldia,Yes,Flood Risk Reduction,Earth,5.431,0.067,,,2.66329,,1.0,,High,Poor,0.1252,496.4,707.3,,,0,,4.0,
169,SOAD13834,Navaldia,No,,Earth,4.727,0.15,,0.01379,,Uncontrolled,0.0,,Significant,Not Rated,0.1706,30.1,307.9,,,0,,11.0,6.0
170,SOAD17371,Navaldia,Yes,Recreation,Arch,5.356,0.037,,0.03349,13.31645,,0.5,,Significant,Fair,0.1163,33.9,252.4,5.4,98.0,0,98.0,8.0,98.0
171,SOAD00525,Lyndrassia,Yes,Recreation,Earth,21.487,0.077,35000.0,0.01576,,Uncontrolled,0.5,0.0,High,Satisfactory,0.0843,5.5,925.7,5.2,30.0,1,30.0,5.0,18.0
172,SOAD02236,Navaldia,Yes,Debris Control,Earth,10.437,0.133,,,7.98987,Uncontrolled,1.0,,High,Satisfactory,0.1016,721.2,807.1,,66.0,0,66.0,5.0,66.0
173,SOAD03922,Navaldia,Yes,Water Supply,Buttress,3.958,0.047,,0.02955,,Uncontrolled,0.2,0.16,Significant,Not Rated,0.1305,14.5,311.2,48.5,,0,,9.0,4.0
174,SOAD04924,Navaldia,Yes,,Earth,6.356,0.093,,0.00788,,Uncontrolled,0.2,,Significant,Satisfactory,0.1111,32.5,436.1,,22.0,0,22.0,3.0,2.0
175,SOAD11043,Lyndrassia,No,Recreation,,7.922,,,0.00788,,,0.0,0.0,Significant,Not Rated,0.1553,12.3,347.8,3.7,35.0,0,35.0,35.0,35.0
176,SOAD11226,Navaldia,Yes,Flood Risk Reduction,Earth,6.142,0.09,,,2.66329,,0.5,,Significant,Satisfactory,0.1185,336.9,192.2,,37.0,0,37.0,6.0,37.0
177,SOAD14453,Navaldia,No,,Earth,3.548,0.133,,0.02561,,Uncontrolled,0.0,,Significant,Not Rated,0.1422,21.4,70.1,,,0,,10.0,5.0
178,SOAD15938,Navaldia,No,Recreation,Earth,3.964,0.05,,0.01182,,Uncontrolled,0.0,,Significant,Not Rated,0.1387,45.0,431.7,8.3,55.0,0,55.0,15.0,10.0
179,SOAD18293,Navaldia,Yes,Irrigation,Earth,4.836,0.158,,0.01379,2.66329,,1.0,,High,Fair,0.1046,10.7,613.5,18.3,38.0,0,38.0,4.0,38.0
180,SOAD20623,Lyndrassia,No,Recreation,,7.612,,,0.00788,,,0.0,0.0,High,Not Rated,0.1459,19.4,317.7,7.1,35.0,0,35.0,35.0,35.0
181,SOAD01060,Navaldia,Yes,Recreation,Earth,4.802,0.1,,0.02167,2.66329,Uncontrolled,0.2,,High,Fair,0.0752,9.6,915.9,6.2,,0,,6.0,5.0
182,SOAD02990,Navaldia,Yes,Flood Risk Reduction,Earth,7.524,0.047,,,2.66329,,1.0,,High,Fair,0.1191,918.0,861.2,,36.0,0,36.0,4.0,36.0
183,SOAD07856,Lyndrassia,Yes,Flood Risk Reduction,Earth,14.225,0.117,45000.0,0.01576,,Uncontrolled,0.3333333333333333,0.0,High,Satisfactory,0.0924,42.4,216.5,,33.0,1,34.0,4.0,18.0
184,SOAD08929,Navaldia,Yes,Recreation,Earth,2.789,0.093,,0.03349,23.96961,Uncontrolled,0.5,,Significant,Fair,0.1218,15.8,372.5,6.3,,1,22.0,6.0,
185,SOAD10234,Flumevale,Yes,Water Supply,Earth,7.349,0.06,,0.00788,,Uncontrolled,0.5,3.35,Significant,Satisfactory,0.1222,33.1,879.3,54.1,18.0,1,9.0,4.0,4.0
186,SOAD12835,Flumevale,Yes,Water Supply,Earth,7.45,0.093,7400.0,0.00788,,Uncontrolled,0.5,4.63,Significant,Satisfactory,0.1031,39.9,162.8,46.6,61.0,1,14.0,4.0,4.0
187,SOAD14502,Navaldia,Yes,Recreation,Earth,3.413,0.05,,0.01182,2.66329,Uncontrolled,0.5,,Significant,Satisfactory,0.1276,28.6,397.8,4.5,20.0,0,20.0,4.0,20.0
188,SOAD14830,Navaldia,Yes,Recreation,Earth,3.355,0.133,,0.01576,5.32658,,0.5,,Significant,Poor,0.1463,27.5,271.9,3.4,43.0,1,9.0,5.0,43.0
189,SOAD16585,Navaldia,Yes,,Earth,4.415,0.127,,0.02167,2.66329,Uncontrolled,0.2,,High,Fair,0.0828,15.2,796.2,,59.0,0,59.0,5.0,11.0
190,SOAD18689,Navaldia,Yes,Flood Risk Reduction,Earth,4.56,0.197,,,2.66329,,0.5,,Significant,Fair,0.155,66.0,247.2,,20.0,0,20.0,6.0,20.0
191,SOAD19237,Navaldia,Yes,,Earth,3.434,0.035,,0.00788,119.84805,Uncontrolled,0.0,,Significant,Fair,0.1319,43.3,340.0,,25.0,0,25.0,7.0,6.0
192,SOAD04037,Navaldia,Yes,Flood Risk Reduction,Earth,4.026,0.1,,0.01576,,Uncontrolled,0.2,0.0,High,Satisfactory,0.0608,43.4,124.7,,32.0,0,32.0,7.0,6.0
193,SOAD05573,Navaldia,Yes,Flood Risk Reduction,Earth,8.4,0.068,,,2.66329,,1.0,,High,Satisfactory,0.0839,779.0,840.8,,39.0,1,11.0,5.0,39.0
194,SOAD06120,Navaldia,No,,Earth,6.792,0.105,,0.01379,90.55186,Uncontrolled,0.0,,Significant,Not Rated,0.1704,19.3,39.0,,,0,,10.0,5.0
195,SOAD13066,Navaldia,Yes,,,3.844,0.453,,0.01773,,,0.2,,High,Fair,0.1005,19.8,694.2,,,0,,6.0,5.0
196,SOAD15736,Navaldia,Yes,Recreation,Earth,8.337,0.072,,0.01576,2.66329,,0.5,,Significant,Poor,0.1459,35.9,92.3,8.5,111.0,0,111.0,8.0,111.0
197,SOAD20087,Navaldia,Yes,Flood Risk Reduction,Earth,8.197,0.098,,0.00985,2.66329,,0.5,,Significant,Fair,0.1534,43.3,397.0,,,0,,7.0,
198,SOAD00195,Navaldia,Yes,,Earth,6.562,0.098,,0.02364,2.66329,Uncontrolled,0.5,,High,Unsatisfactory,0.1339,42.9,626.6,,59.0,0,59.0,5.0,3.0
199,SOAD00368,Navaldia,Yes,Flood Risk Reduction,Earth,9.16,0.06,,,2.66329,,1.0,,High,Satisfactory,0.1008,849.0,693.6,,35.0,0,35.0,6.0,35.0
200,SOAD01805,Flumevale,No,Debris Control,Earth,24.241,0.167,,0.00788,13.31645,Uncontrolled,0.2,,High,Not Available,0.078,32.3,681.5,,87.0,0,87.0,3.0,87.0
201,SOAD03479,Navaldia,Yes,Recreation,Earth,10.136,0.108,,0.01773,2.66329,,0.2,,Low,Not Rated,0.0332,8.4,19.5,8.8,68.0,0,68.0,9.0,68.0
202,SOAD03755,Navaldia,Yes,Recreation,Earth,3.47,0.077,,0.00591,5.32658,Uncontrolled,0.5,,High,Poor,0.1284,11.7,706.5,4.0,,0,,2.0,6.0
203,SOAD05175,Navaldia,Yes,Flood Risk Reduction,Earth,3.762,0.127,,,2.66329,,1.0,,High,Satisfactory,0.0764,905.6,853.3,,21.0,1,14.0,5.0,21.0
204,SOAD08505,Navaldia,Yes,Flood Risk Reduction,Earth,2.78,0.167,,0.00788,5.32658,,0.5,,Significant,Fair,0.1426,30.8,57.2,,39.0,0,39.0,6.0,39.0
205,SOAD09636,Navaldia,Yes,Water Supply,Earth,10.192,0.063,,0.00788,10.65316,,1.0,,High,Fair,0.1095,5.2,568.4,25.4,99.0,0,99.0,6.0,99.0
206,SOAD10902,Navaldia,Yes,Recreation,Earth,5.346,0.08,,0.02167,2.66329,,0.5,,Significant,Fair,0.1572,9.1,273.8,4.7,,0,,6.0,
207,SOAD13575,Navaldia,Yes,Flood Risk Reduction,Earth,7.119,0.043,,,2.66329,,1.0,,High,Fair,0.0961,793.5,928.7,,,0,,5.0,
208,SOAD13805,Flumevale,No,Fish and Wildlife Pond,Earth,4.377,0.058,2461.0,,,Uncontrolled,0.0,25.04,Significant,Not Rated,0.1194,5.0,123.9,,91.0,0,91.0,15.0,91.0
209,SOAD14755,Navaldia,Yes,Other,Earth,8.556,0.037,,0.00394,,,0.5,,Significant,Satisfactory,0.1385,11.7,43.4,,,0,,8.0,
210,SOAD15283,Navaldia,Yes,Recreation,Earth,7.514,0.067,,0.01773,5.32658,,1.0,,High,Fair,0.1177,28.3,551.7,9.1,94.0,0,94.0,5.0,94.0
211,SOAD15911,Navaldia,Yes,Recreation,Earth,4.349,0.115,,0.02364,2.66329,,0.5,,Significant,Fair,0.1379,34.5,314.4,4.2,87.0,0,87.0,5.0,87.0
212,SOAD16757,Navaldia,Yes,Flood Risk Reduction,Earth,5.569,0.333,,,2.66329,,1.0,,High,Fair,0.0982,788.0,667.3,,,0,,5.0,
213,SOAD17127,Navaldia,Yes,Flood Risk Reduction,Earth,3.422,0.067,,,5.32658,,0.5,,Significant,Satisfactory,0.1119,125.5,397.9,,26.0,0,26.0,4.0,26.0
214,SOAD00910,Navaldia,Yes,,Earth,3.985,0.158,,0.02955,,Uncontrolled,0.5,,High,Poor,0.1359,35.3,511.3,,,0,,6.0,6.0
215,SOAD03137,Flumevale,Yes,Hydroelectric,Earth,9.44,0.136,,0.0197,,,0.5,,Low,Satisfactory,0.0644,15.0,8.5,,42.0,0,42.0,6.0,2.0
216,SOAD03483,Lyndrassia,No,Grade Stabilization,Earth,11.399,0.071,7290.0,0.05319,1251.7463,Uncontrolled,0.0,,Low,Not Rated,0.0772,18.7,10.5,,32.0,0,32.0,32.0,32.0
217,SOAD03983,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.229,0.043,,,,,0.0,10.07,Low,,0.0782,19.0,334.5,,87.0,0,87.0,87.0,87.0
218,SOAD04257,Navaldia,No,,,3.08,,,0.03349,,,0.0,,Significant,Not Rated,0.1372,32.7,334.3,,,0,,13.0,11.0
219,SOAD05038,Navaldia,Yes,Recreation,Earth,3.49,0.017,,0.04925,10.65316,,0.5,,Significant,Fair,0.1358,41.2,80.1,4.0,,0,,5.0,
220,SOAD06212,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.247,0.133,2000.0,0.00788,93.21515,Uncontrolled,0.0,,Low,Not Rated,0.0931,33.0,22.8,,60.0,0,60.0,60.0,60.0
221,SOAD06797,Navaldia,No,Recreation,Earth,,,,0.01576,,,0.2,,Significant,Not Rated,0.1492,29.2,178.4,4.1,,0,,16.0,11.0
222,SOAD06951,Lyndrassia,Yes,Flood Risk Reduction,Earth,15.695,0.117,,0.01773,,Uncontrolled,0.3333333333333333,0.0,High,Satisfactory,0.0858,8.8,707.7,,33.0,1,34.0,4.0,18.0
223,SOAD07781,Navaldia,Yes,Recreation,Earth,1.784,,,0.0197,2.66329,,0.5,,Significant,Not Rated,0.1246,20.6,261.4,7.7,23.0,0,23.0,8.0,23.0
224,SOAD09660,Navaldia,Yes,Water Supply,Earth,6.302,0.293,,0.01379,2.66329,,0.5,,Significant,Not Rated,0.1701,16.2,124.8,64.1,32.0,1,11.0,6.0,32.0
225,SOAD10274,Navaldia,Yes,Recreation,Earth,5.35,,,0.02167,2.66329,,0.5,,Significant,Not Rated,0.1157,15.2,407.3,5.5,23.0,0,23.0,8.0,23.0
226,SOAD11672,Navaldia,Yes,,Earth,7.312,0.133,,0.01576,,Uncontrolled,0.2,,High,Not Rated,0.0969,46.5,867.3,,,0,,7.0,2.0
227,SOAD13606,Navaldia,Yes,Irrigation,Earth,7.459,0.117,,0.00788,2.66329,,1.0,,High,Fair,0.0957,21.6,665.9,7.3,38.0,0,38.0,4.0,38.0
228,SOAD13959,Navaldia,Yes,Recreation,Earth,9.452,0.107,,0.00788,2.66329,,0.5,,Significant,Fair,0.1285,43.1,290.6,6.8,173.0,0,173.0,6.0,173.0
229,SOAD14676,Lyndrassia,No,Grade Stabilization,Earth,11.913,0.074,6250.0,0.00788,,Uncontrolled,0.0,101.95,Low,Not Available,0.0921,31.9,96.9,,28.0,0,28.0,28.0,28.0
230,SOAD18509,Flumevale,Yes,Recreation,Earth,5.384,0.193,,0.01576,,,0.5,6.48,Significant,Satisfactory,0.1246,38.9,358.6,4.3,,0,,4.0,4.0
231,SOAD19292,Navaldia,Yes,Flood Risk Reduction,Earth,8.455,0.075,,,2.66329,Uncontrolled,0.5,0.0,High,Not Rated,0.0811,26.3,360.7,,41.0,0,41.0,2.0,2.0
232,SOAD19595,Navaldia,Yes,Recreation,Earth,3.887,0.167,,0.02364,,,0.5,,Significant,Satisfactory,0.1495,29.5,406.3,3.3,,0,,6.0,
233,SOAD19983,Navaldia,Yes,Recreation,Earth,7.284,0.102,,0.01576,,,0.5,,Significant,Not Rated,0.1392,25.9,122.4,8.8,38.0,0,38.0,7.0,38.0
234,SOAD20558,Flumevale,Yes,Recreation,Other,4.556,0.284,,0.02364,,Uncontrolled,0.5,0.0,Significant,Fair,0.1407,13.2,108.1,8.7,85.0,0,85.0,3.0,3.0
235,SOAD00944,Lyndrassia,No,Grade Stabilization,Earth,10.153,0.092,9558.0,0.00788,234.36952,Uncontrolled,0.0,,Low,Not Rated,0.1034,35.8,9.9,,29.0,0,29.0,29.0,29.0
236,SOAD01763,Navaldia,Yes,Flood Risk Reduction,Earth,4.393,0.133,,,2.66329,,0.5,,Significant,Fair,0.1259,151.1,110.4,,43.0,1,15.0,13.0,43.0
237,SOAD02095,Navaldia,Yes,Recreation,Stone,12.447,0.037,,,5.32658,,0.2,,Low,Not Rated,0.0513,5.2,14.5,9.4,111.0,0,111.0,6.0,111.0
238,SOAD05098,Navaldia,Yes,Other,Earth,17.434,0.055,,0.00394,,,0.5,,Significant,Satisfactory,0.1137,32.5,116.2,,43.0,0,43.0,8.0,43.0
239,SOAD05797,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.642,0.157,9450.0,0.03152,873.55912,,0.0,,Low,Not Rated,0.1136,12.4,19.3,,42.0,0,42.0,42.0,42.0
240,SOAD08010,Lyndrassia,No,,,7.31,,,0.01773,,,0.0,0.0,High,Not Rated,0.1324,45.1,302.6,,,0,,,
241,SOAD08042,Lyndrassia,No,Grade Stabilization,Earth,11.472,0.073,5313.0,0.03349,1997.4675,Uncontrolled,0.0,,Low,Not Rated,0.0798,45.7,18.3,,28.0,0,28.0,28.0,28.0
242,SOAD09496,Navaldia,Yes,Recreation,Earth,3.75,0.167,,0.01576,,Uncontrolled,0.2,,High,Fair,0.0873,44.0,752.9,6.0,,2,23.0,6.0,6.0
243,SOAD09511,Lyndrassia,Yes,,,12.921,0.034,,0.00985,2.66329,,0.0,7.84,Significant,Unsatisfactory,0.1919,20.7,471.7,,21.0,0,21.0,21.0,9.0
244,SOAD10593,Flumevale,Yes,,Earth,8.948,0.16,,0.03349,45.27593,Uncontrolled,0.16666666666666666,1.61,Low,Unsatisfactory,0.0936,5.4,953.9,,72.0,0,72.0,7.0,14.0
245,SOAD10809,Lyndrassia,No,Recreation,Earth,10.791,,,0.00788,138.49108,,0.0,11.76,High,Not Rated,0.0949,44.6,427.2,4.8,36.0,0,36.0,36.0,36.0
246,SOAD11828,Navaldia,Yes,Recreation,Earth,2.872,0.067,,0.03546,,,1.0,,High,Poor,0.1091,23.2,839.5,8.0,42.0,0,42.0,5.0,42.0
247,SOAD12130,Flumevale,Yes,Irrigation,Earth,13.105,0.1,,0.01576,,,1.0,,Significant,Fair,0.1522,46.3,199.0,9.4,35.0,0,35.0,2.0,8.0
248,SOAD13715,Navaldia,Yes,Recreation,Earth,3.407,0.083,,0.01576,5.32658,,0.5,,Significant,Poor,0.1675,46.1,365.2,4.5,65.0,0,65.0,5.0,65.0
249,SOAD14595,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.9,0.102,3963.0,,,,0.0,,Low,Not Rated,0.1174,41.4,23.0,,68.0,0,68.0,68.0,11.0
250,SOAD14804,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",,10.557,,,0.00788,,,0.0,0.0,Significant,Not Rated,0.1487,17.4,115.5,,35.0,0,35.0,35.0,35.0
251,SOAD15391,Navaldia,No,Flood Risk Reduction,Earth,8.606,0.087,,0.00788,,,0.0,,Low,Not Rated,0.0943,21.3,15.0,,58.0,0,58.0,58.0,11.0
252,SOAD15496,Navaldia,Yes,Debris Control,Rockfill,12.007,0.11,,0.16351,29.29619,,0.2,,Low,Not Rated,0.0847,41.3,8.9,,52.0,0,52.0,9.0,52.0
253,SOAD17444,Lyndrassia,No,Grade Stabilization,Earth,9.692,0.089,7960.0,0.06501,1858.97642,Uncontrolled,0.0,,Low,Not Rated,0.0807,18.4,15.4,,30.0,0,30.0,30.0,30.0
254,SOAD17457,Navaldia,Yes,Recreation,Concrete,10.867,0.083,,0.00591,,,0.0,,Low,Not Rated,0.107,12.0,13.7,4.6,43.0,0,43.0,42.0,11.0
255,SOAD18446,Navaldia,Yes,Recreation,Earth,10.627,0.1,,0.01773,2.66329,,0.2,,Low,Not Rated,0.0586,28.7,15.8,9.2,108.0,0,108.0,6.0,108.0
256,SOAD19597,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.491,0.153,9180.0,0.11229,1592.64742,,0.0,,Low,Not Rated,0.0633,45.0,15.3,,42.0,0,42.0,42.0,42.0
257,SOAD19677,Navaldia,Yes,Other,,5.241,0.057,,,2.66329,,0.5,,Significant,Not Rated,0.1788,339.2,458.9,,,0,,7.0,
258,SOAD19832,Lyndrassia,Yes,Irrigation,Earth,9.682,0.09,,,,,0.0,50.43,Low,,0.1125,15.6,153.1,35.1,74.0,0,74.0,74.0,74.0
259,SOAD20636,Flumevale,Yes,Water Supply,Earth,9.271,0.167,600.0,0.01773,,,0.16666666666666666,1.61,Low,Satisfactory,0.0438,8.9,821.9,13.7,43.0,0,43.0,7.0,9.0
260,SOAD00507,Flumevale,Yes,Water Supply,Earth,16.582,0.087,16850.0,0.00788,,Uncontrolled,0.16666666666666666,9.41,Low,Not Rated,0.0624,31.2,217.4,11.0,36.0,0,36.0,6.0,36.0
261,SOAD00787,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.937,0.117,2800.0,0.03349,1669.88283,Uncontrolled,0.0,,Low,Not Rated,0.1295,47.3,13.1,,63.0,0,63.0,63.0,63.0
262,SOAD01392,Navaldia,Yes,Flood Risk Reduction,Earth,5.932,0.067,,,2.66329,,1.0,,High,Satisfactory,0.0891,543.8,701.4,,25.0,0,25.0,6.0,25.0
263,SOAD02244,Navaldia,Yes,Recreation,Earth,4.039,0.097,,0.02561,,Uncontrolled,0.2,6.48,High,Fair,0.0629,27.0,201.8,8.5,55.0,0,55.0,6.0,5.0
264,SOAD04209,Lyndrassia,Yes,,Earth,15.981,0.222,30000.0,0.01773,,Uncontrolled,0.2,,Low,Satisfactory,0.0474,42.4,12.0,,45.0,0,45.0,3.0,18.0
265,SOAD04948,Navaldia,Yes,Recreation,Earth,10.96,0.067,,0.01576,2.66329,,0.5,,Significant,Satisfactory,0.122,36.6,295.1,8.2,,0,,9.0,
266,SOAD05241,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.608,0.1,6600.0,0.00788,1600.63729,Uncontrolled,0.0,,Low,Not Rated,0.077,34.7,15.8,,58.0,0,58.0,58.0,58.0
267,SOAD06200,Lyndrassia,No,Fish and Wildlife Pond,Earth,11.51,0.163,11556.0,0.01182,316.93151,Uncontrolled,0.0,,Low,Not Rated,0.1201,34.9,16.9,,30.0,0,30.0,30.0,30.0
268,SOAD06884,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,14.639,0.133,,,,,0.0,20.19,Low,,0.1104,11.6,229.6,,77.0,0,77.0,77.0,77.0
269,SOAD07429,Navaldia,Yes,Other,Earth,6.226,0.065,,0.01773,2.66329,,0.5,,Significant,Satisfactory,0.1442,17.4,167.0,,45.0,1,11.0,6.0,45.0
270,SOAD07509,Navaldia,Yes,Irrigation,Earth,4.006,0.107,,0.01773,2.66329,,1.0,,High,Satisfactory,0.0869,39.5,768.7,32.3,,0,,5.0,
271,SOAD11807,Lyndrassia,No,Other,Earth,12.239,,,0.00788,149.14424,,0.0,0.0,Low,Not Rated,0.08,39.5,209.5,,,0,,,
272,SOAD12364,Lyndrassia,No,Grade Stabilization,Earth,10.979,0.093,7262.0,0.00788,290.29861,Uncontrolled,0.0,,Low,Not Rated,0.0878,42.0,9.6,,23.0,0,23.0,21.0,23.0
273,SOAD14240,Navaldia,Yes,Recreation,Earth,6.088,,,,2.66329,,0.5,,Significant,Fair,0.1365,437.7,42.9,4.2,,0,,7.0,
274,SOAD14947,Flumevale,Yes,Irrigation,Earth,11.707,0.037,,0.00788,,Uncontrolled,0.0,13.27,Low,Not Rated,0.0843,26.7,123.1,23.4,52.0,0,52.0,21.0,52.0
275,SOAD16112,Navaldia,No,,Buttress,4.57,0.04,,0.02364,42.61264,Uncontrolled,0.0,,Significant,Not Rated,0.1189,26.3,134.1,,,1,95.0,16.0,11.0
276,SOAD17341,Lyndrassia,No,Other,,8.921,,,0.00788,495.37194,,0.0,21.56,Low,Not Rated,0.0593,39.0,102.8,,42.0,0,42.0,42.0,42.0
277,SOAD18214,Navaldia,Yes,Water Supply,Earth,11.65,0.166,,0.00788,7.98987,,0.5,,Significant,Fair,0.1311,32.7,135.1,45.0,58.0,0,58.0,4.0,58.0
278,SOAD18593,Flumevale,Yes,Water Supply,Earth,14.382,0.209,42500.0,0.00788,,,1.0,,Low,Satisfactory,0.0786,34.9,17.3,67.0,103.0,0,103.0,3.0,8.0
279,SOAD19003,Lyndrassia,No,Grade Stabilization,Earth,11.324,0.098,9558.0,0.00788,2471.53312,Uncontrolled,0.0,,Low,Not Rated,0.0692,38.9,5.9,,34.0,0,34.0,34.0,34.0
280,SOAD19272,Lyndrassia,No,Recreation,,11.092,,,0.00788,53.2658,,0.0,1.56,Low,Not Rated,0.0795,43.0,470.4,4.0,42.0,0,42.0,42.0,42.0
281,SOAD19312,Navaldia,Yes,Irrigation,Earth,9.27,0.133,,0.00788,2.66329,,0.2,,Low,Not Rated,0.0923,19.3,22.2,25.0,36.0,0,36.0,7.0,36.0
282,SOAD19779,Navaldia,Yes,Flood Risk Reduction,Earth,6.403,0.083,,,,Uncontrolled,0.2,,High,Satisfactory,0.0662,20.9,854.4,,77.0,0,77.0,5.0,5.0
283,SOAD20352,Flumevale,Yes,Flood Risk Reduction,Earth,13.481,0.05,145.0,0.00788,,,0.3333333333333333,1.69,Low,Not Rated,0.1019,8.8,357.6,,51.0,1,48.0,9.0,51.0
284,SOAD01104,Navaldia,Yes,Flood Risk Reduction,Earth,3.515,0.163,,,15.97974,,0.5,,Significant,Fair,0.1248,285.9,442.9,,44.0,0,44.0,5.0,44.0
285,SOAD01658,Lyndrassia,No,Grade Stabilization,Earth,8.902,0.123,9660.0,0.04925,356.88086,Uncontrolled,0.0,,Low,Not Rated,0.0889,6.3,11.1,,16.0,0,16.0,16.0,16.0
286,SOAD01811,Lyndrassia,No,Grade Stabilization,Earth,11.695,0.08,6151.0,0.06501,2407.61416,Uncontrolled,0.0,,Low,Not Rated,0.0796,24.8,6.2,,30.0,0,30.0,30.0,30.0
287,SOAD02117,Flumevale,Yes,Recreation,Earth,11.511,0.14,,0.01576,,Uncontrolled,0.16666666666666666,,Low,Fair,0.0524,28.1,23.7,3.9,,0,,4.0,7.0
288,SOAD03452,Lyndrassia,No,Grade Stabilization,Earth,11.688,0.091,7528.0,0.02561,1273.05262,Uncontrolled,0.0,,Low,Not Rated,0.0832,17.1,21.4,,34.0,0,34.0,34.0,34.0
289,SOAD06483,Flumevale,No,,Earth,8.502,,,0.0197,1078.63245,,0.0,,Significant,Not Available,0.1584,30.1,235.0,,81.0,0,81.0,3.0,81.0
290,SOAD06864,Lyndrassia,No,Grade Stabilization,Earth,12.755,0.072,4515.0,0.0788,3129.36575,Uncontrolled,0.2,,Low,Not Rated,0.078,6.1,17.5,,31.0,0,31.0,31.0,31.0
291,SOAD08262,Lyndrassia,No,Grade Stabilization,Earth,9.363,0.101,6473.0,0.08077,775.01739,Uncontrolled,0.0,,Low,Not Rated,0.1034,6.4,17.6,,31.0,0,31.0,31.0,31.0
292,SOAD08677,Navaldia,Yes,Recreation,Earth,2.144,0.2,,0.03152,2.66329,Uncontrolled,1.0,,High,Satisfactory,0.0815,40.1,569.8,5.8,115.0,0,115.0,5.0,115.0
