"","X","id","region","regulated_dam","primary_purpose","primary_type","height","length","volume","surface","drainage","spillway","inspection_frequency","distance_to_nearest_city","hazard","assessment","probability_of_failure","dam_repair_loss","damage_loss","business_interruption_loss","age","modification_count","years_from_modification","years_from_inspection","years_from_assessment","one_year_prob"
"126",125,"SOAD06606","Navaldia","Yes","Flood Risk Reduction","Earth",9.137,0.067,NA,NA,2.66329,"",0.5,NA,"Significant","Satisfactory",0.1135,217.4,441.6,NA,NA,0,NA,7,NA,0.0127397499680301
"127",126,"SOAD09548","Navaldia","Yes","","Concrete",4.184,0.03,NA,0.01773,2.66329,"Uncontrolled",0.2,NA,"High","Satisfactory",0.0648,39.9,900.3,NA,NA,0,NA,4,3,0.00688731548247521
"128",127,"SOAD10931","Navaldia","Yes","Water Supply","Earth",8.504,0.055,NA,0.01773,10.65316,"",1,NA,"High","Poor",0.1244,41.7,670.2,16.5,110,0,110,5,110,0.0141254329853363
"129",128,"SOAD11393","Navaldia","Yes","Flood Risk Reduction","Earth",6.931,0.09,NA,NA,NA,"Uncontrolled",0.2,0.16,"High","Fair",0.0739,5.1,128.3,NA,77,0,77,5,4,0.00792456094446782
"130",129,"SOAD16190","Lyndrassia","Yes","","Earth",19.243,0.053,NA,0.00394,NA,"Uncontrolled",0.333333333333333,0.1,"High","Satisfactory",0.0811,26.7,137,NA,55,1,14,5,13,0.0087685691250583
"131",130,"SOAD16710","Navaldia","Yes","Recreation","Stone",8.023,0.05,NA,0.06501,47.93922,"",1,NA,"High","Fair",0.0816,22.7,612.4,7.2,139,0,139,4,139,0.00882791905422342
"132",131,"SOAD19959","Navaldia","Yes","Recreation","Earth",5.04,0.083,NA,NA,2.66329,"",0.5,NA,"Significant","Fair",0.1325,124.5,308.9,3.9,NA,0,NA,8,NA,0.0152120809366562
"133",132,"SOAD00463","Navaldia","Yes","Flood Risk Reduction","Earth",3.213,0.028,NA,NA,2.66329,"",0.5,NA,"Significant","Fair",0.1296,78.2,288.6,NA,NA,0,NA,9,NA,0.0148261474277649
"134",133,"SOAD01251","Navaldia","Yes","Flood Risk Reduction","Concrete",5.496,0.167,NA,NA,NA,"Uncontrolled",0,NA,"Significant","Fair",0.1507,19.3,311.1,NA,30,0,30,7,6,0.0176691606993758
"135",134,"SOAD01374","Navaldia","Yes","Flood Risk Reduction","Earth",3.889,0.117,NA,NA,NA,"Uncontrolled",0.5,NA,"Significant","Fair",0.1215,451.1,348.9,NA,NA,1,22,8,NA,0.0137871629765698
"136",135,"SOAD03552","Navaldia","Yes","Recreation","Earth",4.689,0.07,NA,0.01576,5.32658,"",0.5,NA,"Significant","Poor",0.137,18.6,32.5,6.1,43,0,43,8,43,0.0158168738996033
"137",136,"SOAD05302","Navaldia","Yes","Recreation","Earth",6.739,0.073,NA,0.01773,NA,"Uncontrolled",0.2,7.18,"Significant","Not Rated",0.1423,27,135.5,7.5,39,0,39,9,4,0.0165410994079447
"138",137,"SOAD06430","Navaldia","Yes","Other","",6.183,NA,NA,NA,NA,"",0.5,NA,"Significant","Not Rated",0.1592,342.4,186.7,NA,NA,0,NA,7,NA,0.0188997293407356
"139",138,"SOAD08078","Navaldia","Yes","Flood Risk Reduction","Earth",6.5,0.2,NA,NA,13.31645,"",0.5,NA,"Significant","Not Rated",0.1676,188.6,94,NA,NA,0,NA,7,NA,0.020118373813506
"140",139,"SOAD08735","Lyndrassia","No","","Earth",17.885,0.14,NA,0.07486,868.23254,"Uncontrolled",1,NA,"High","Poor",0.1245,46.5,512.9,NA,NA,0,NA,4,6,0.014139356924792
"141",140,"SOAD08991","Navaldia","Yes","Flood Risk Reduction","Earth",4.186,0.133,NA,NA,2.66329,"",0.5,NA,"Significant","Poor",0.1478,460,314.3,NA,NA,0,NA,6,NA,0.0173075567083205
"142",141,"SOAD10981","Navaldia","Yes","","",5.126,0.092,NA,0.01182,NA,"Uncontrolled",0.2,NA,"High","Fair",0.0956,15.6,865.9,NA,NA,0,NA,4,4,0.0105123539067601
"143",142,"SOAD14049","Lyndrassia","Yes","Recreation","Earth",6.984,0.127,NA,NA,NA,"",0,71.71,"Significant","",0.1273,249.2,191.3,4.9,62,0,62,62,62,0.0145222293564446
"144",143,"SOAD14340","Navaldia","Yes","","",4.179,0.092,NA,0.01182,NA,"Uncontrolled",0.2,NA,"High","Fair",0.1023,17.7,866.7,NA,NA,0,NA,4,4,0.0113349895392486
"145",144,"SOAD16126","Lyndrassia","No","Recreation","Earth",6.16,NA,NA,0.00788,727.07817,"Uncontrolled",0,1.66,"High","Not Rated",0.0874,17,667.1,7.3,35,0,35,35,35,0.00952040295153169
"146",145,"SOAD18953","Navaldia","Yes","","",3.234,0.183,NA,0.02167,NA,"Uncontrolled",0.2,NA,"High","Fair",0.0887,6.4,827.7,NA,NA,0,NA,3,2,0.00967663656830378
"147",146,"SOAD01088","Lyndrassia","No","","Earth",7.251,NA,NA,0.00788,266.329,"",0,8.14,"High","Not Rated",0.107,30.9,199.1,NA,NA,0,NA,NA,NA,0.0119191024740264
"148",147,"SOAD02260","Navaldia","Yes","Other","Earth",3.844,0.053,NA,0.06107,7.98987,"Uncontrolled",0.2,NA,"Significant","Fair",0.1067,26.3,473.8,NA,45,0,45,3,2,0.0118817989050411
"149",148,"SOAD02426","Navaldia","Yes","","",5.107,0.06,NA,0.00788,NA,"Uncontrolled",0.2,NA,"Significant","Fair",0.0978,7,106.8,NA,22,0,22,3,2,0.0107812058955901
"150",149,"SOAD03198","Navaldia","Yes","Recreation","Earth",7.737,0.087,NA,0.01379,2.66329,"",1,NA,"High","Fair",0.0935,16.7,579.3,6.7,139,0,139,6,139,0.0102568248785799
"151",150,"SOAD03788","Flumevale","Yes","Recreation","Earth",2.778,0.1,698,0.01773,7.98987,"Uncontrolled",0.5,0,"Significant","Satisfactory",0.1303,43.8,343.5,5.8,92,0,92,3,3,0.0149190256309644
"152",151,"SOAD08315","Navaldia","Yes","Flood Risk Reduction","Earth",5.768,0.033,NA,0.00394,2.66329,"Uncontrolled",0.5,NA,"Significant","Not Rated",0.1646,15.1,465.8,NA,24,0,24,6,24,0.019684835498368
"153",152,"SOAD14643","Navaldia","Yes","","Earth",2.899,NA,NA,NA,NA,"Uncontrolled",0.2,2.96,"High","Not Rated",0.0697,11,943.9,NA,NA,0,NA,7,2,0.00744434720757649
"154",153,"SOAD15493","Navaldia","Yes","Recreation","Earth",7.259,0.05,NA,0.00788,2.66329,"",0.5,NA,"Significant","Fair",0.1287,25.8,384,8.9,NA,0,NA,8,NA,0.0147069939168031
"155",154,"SOAD15721","Navaldia","Yes","Recreation","Earth",3.34,0.092,NA,0.02167,2.66329,"",0.5,NA,"Significant","Unsatisfactory",0.166,47.1,308.9,7.5,NA,0,NA,NA,NA,0.0198898392353144
"156",155,"SOAD16484","Navaldia","Yes","Flood Risk Reduction","Earth",1.775,0.25,NA,0.00788,NA,"",0.5,NA,"Significant","Fair",0.1485,15.2,259.5,NA,35,0,35,6,35,0.0174098164431303
"157",156,"SOAD17280","Navaldia","Yes","Flood Risk Reduction","Earth",5.731,0.157,NA,0.00788,2.66329,"",0.5,NA,"Significant","Fair",0.1396,33.6,463.7,NA,37,0,37,10,37,0.0161695096184498
"158",157,"SOAD17404","Navaldia","Yes","Recreation","Earth",7.149,0.103,NA,NA,NA,"",0.5,NA,"Significant","Poor",0.153,369,339.1,5.3,33,0,33,6,33,0.0180028025692521
"159",158,"SOAD18309","Navaldia","Yes","Recreation","Earth",15.943,0.08,NA,0.00394,2.66329,"Uncontrolled",1,NA,"High","Fair",0.0991,15,927.6,8.2,91,0,91,6,91,0.0109406450253503
"160",159,"SOAD20514","Navaldia","Yes","Recreation","Concrete",4.016,0.027,NA,0.01379,7.98987,"Uncontrolled",0.5,NA,"Significant","Satisfactory",0.1239,36,167.3,7.8,NA,0,NA,7,NA,0.0140559600964802
"161",160,"SOAD01103","Navaldia","Yes","Recreation","Earth",9.308,0.119,21280,0.00591,NA,"Uncontrolled",0.2,4.75,"High","Fair",0.0597,20.6,382,8.1,70,1,20,2,2,0.00631100717727069
"162",161,"SOAD05612","Navaldia","Yes","","Earth",8.192,0.117,NA,0.01576,NA,"Uncontrolled",0.2,NA,"High","Not Rated",0.103,31.9,884.7,NA,NA,1,9,8,3,0.011421619166174
"163",162,"SOAD06989","Navaldia","Yes","Flood Risk Reduction","Earth",9.677,0.117,NA,NA,2.66329,"Uncontrolled",0.2,0.16,"High","Fair",0.0813,32,224.1,NA,91,0,91,5,5,0.00879230247747538
"164",163,"SOAD07069","Navaldia","Yes","Other","Earth",11.062,0.058,NA,0.00394,NA,"",0.5,NA,"Significant","Fair",0.1318,27.8,452.5,NA,43,0,43,8,43,0.0151186470812386
"165",164,"SOAD08746","Flumevale","Yes","Flood Risk Reduction","Earth",13.48,0.12,8900,0.00788,NA,"Uncontrolled",1,0,"High","Fair",0.0965,8.6,531.1,NA,20,0,20,5,5,0.0106221937666778
"166",165,"SOAD08992","Lyndrassia","No","Recreation","",7.043,NA,NA,0.00788,NA,"",0,0,"High","Not Rated",0.0973,40.6,890.8,7.1,34,0,34,34,34,0.0107199973467353
"167",166,"SOAD10319","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",4.331,0.167,NA,0.01379,NA,"Uncontrolled",0.2,NA,"Significant","Not Rated",0.0986,18.5,176.5,NA,35,0,35,14,9,0.0108792711658188
"168",167,"SOAD10791","Navaldia","Yes","","",4.832,0.09,NA,0.01379,NA,"Uncontrolled",0.2,NA,"High","Fair",0.0869,12.8,818.5,NA,NA,0,NA,4,4,0.0094604134503376
"169",168,"SOAD13594","Navaldia","Yes","Flood Risk Reduction","Earth",5.431,0.067,NA,NA,2.66329,"",1,NA,"High","Poor",0.1252,496.4,707.3,NA,NA,0,NA,4,NA,0.0142370898452359
"170",169,"SOAD13834","Navaldia","No","","Earth",4.727,0.15,NA,0.01379,NA,"Uncontrolled",0,NA,"Significant","Not Rated",0.1706,30.1,307.9,NA,NA,0,NA,11,6,0.0205788136187441
"171",170,"SOAD17371","Navaldia","Yes","Recreation","Arch",5.356,0.037,NA,0.03349,13.31645,"",0.5,NA,"Significant","Fair",0.1163,33.9,252.4,5.4,98,0,98,8,98,0.0130961244986242
"172",171,"SOAD00525","Lyndrassia","Yes","Recreation","Earth",21.487,0.077,35000,0.01576,NA,"Uncontrolled",0.5,0,"High","Satisfactory",0.0843,5.5,925.7,5.2,30,1,30,5,18,0.00914936001637151
"173",172,"SOAD02236","Navaldia","Yes","Debris Control","Earth",10.437,0.133,NA,NA,7.98987,"Uncontrolled",1,NA,"High","Satisfactory",0.1016,721.2,807.1,NA,66,0,66,5,66,0.0112484934161977
"174",173,"SOAD03922","Navaldia","Yes","Water Supply","Buttress",3.958,0.047,NA,0.02955,NA,"Uncontrolled",0.2,0.16,"Significant","Not Rated",0.1305,14.5,311.2,48.5,NA,0,NA,9,4,0.0149455948674901
"175",174,"SOAD04924","Navaldia","Yes","","Earth",6.356,0.093,NA,0.00788,NA,"Uncontrolled",0.2,NA,"Significant","Satisfactory",0.1111,32.5,436.1,NA,22,0,22,3,2,0.0124480524373751
"176",175,"SOAD11043","Lyndrassia","No","Recreation","",7.922,NA,NA,0.00788,NA,"",0,0,"Significant","Not Rated",0.1553,12.3,347.8,3.7,35,0,35,35,35,0.0183356264054796
"177",176,"SOAD11226","Navaldia","Yes","Flood Risk Reduction","Earth",6.142,0.09,NA,NA,2.66329,"",0.5,NA,"Significant","Satisfactory",0.1185,336.9,192.2,NA,37,0,37,6,37,0.0133842666488027
"178",177,"SOAD14453","Navaldia","No","","Earth",3.548,0.133,NA,0.02561,NA,"Uncontrolled",0,NA,"Significant","Not Rated",0.1422,21.4,70.1,NA,NA,0,NA,10,5,0.0165275342409724
"179",178,"SOAD15938","Navaldia","No","Recreation","Earth",3.964,0.05,NA,0.01182,NA,"Uncontrolled",0,NA,"Significant","Not Rated",0.1387,45,431.7,8.3,55,0,55,15,10,0.0160471829664488
"180",179,"SOAD18293","Navaldia","Yes","Irrigation","Earth",4.836,0.158,NA,0.01379,2.66329,"",1,NA,"High","Fair",0.1046,10.7,613.5,18.3,38,0,38,4,38,0.011620139406371
"181",180,"SOAD20623","Lyndrassia","No","Recreation","",7.612,NA,NA,0.00788,NA,"",0,0,"High","Not Rated",0.1459,19.4,317.7,7.1,35,0,35,35,35,0.0170302115590681
"182",181,"SOAD01060","Navaldia","Yes","Recreation","Earth",4.802,0.1,NA,0.02167,2.66329,"Uncontrolled",0.2,NA,"High","Fair",0.0752,9.6,915.9,6.2,NA,0,NA,6,5,0.00807244824959896
"183",182,"SOAD02990","Navaldia","Yes","Flood Risk Reduction","Earth",7.524,0.047,NA,NA,2.66329,"",1,NA,"High","Fair",0.1191,918,861.2,NA,36,0,36,4,36,0.013463952316967
"184",183,"SOAD07856","Lyndrassia","Yes","Flood Risk Reduction","Earth",14.225,0.117,45000,0.01576,NA,"Uncontrolled",0.333333333333333,0,"High","Satisfactory",0.0924,42.4,216.5,NA,33,1,34,4,18,0.0101233948747401
"185",184,"SOAD08929","Navaldia","Yes","Recreation","Earth",2.789,0.093,NA,0.03349,23.96961,"Uncontrolled",0.5,NA,"Significant","Fair",0.1218,15.8,372.5,6.3,NA,1,22,6,NA,0.0138280456016203
"186",185,"SOAD10234","Flumevale","Yes","Water Supply","Earth",7.349,0.06,NA,0.00788,NA,"Uncontrolled",0.5,3.35,"Significant","Satisfactory",0.1222,33.1,879.3,54.1,18,1,9,4,4,0.0138827144668602
"187",186,"SOAD12835","Flumevale","Yes","Water Supply","Earth",7.45,0.093,7400,0.00788,NA,"Uncontrolled",0.5,4.63,"Significant","Satisfactory",0.1031,39.9,162.8,46.6,61,1,14,4,4,0.0114340058163271
"188",187,"SOAD14502","Navaldia","Yes","Recreation","Earth",3.413,0.05,NA,0.01182,2.66329,"Uncontrolled",0.5,NA,"Significant","Satisfactory",0.1276,28.6,397.8,4.5,20,0,20,4,20,0.0145617617485098
"189",188,"SOAD14830","Navaldia","Yes","Recreation","Earth",3.355,0.133,NA,0.01576,5.32658,"",0.5,NA,"Significant","Poor",0.1463,27.5,271.9,3.4,43,1,9,5,43,0.0170878305035087
"190",189,"SOAD16585","Navaldia","Yes","","Earth",4.415,0.127,NA,0.02167,2.66329,"Uncontrolled",0.2,NA,"High","Fair",0.0828,15.2,796.2,NA,59,0,59,5,11,0.00897058366229906
"191",190,"SOAD18689","Navaldia","Yes","Flood Risk Reduction","Earth",4.56,0.197,NA,NA,2.66329,"",0.5,NA,"Significant","Fair",0.155,66,247.2,NA,20,0,20,6,20,0.018292241148476
"192",191,"SOAD19237","Navaldia","Yes","","Earth",3.434,0.035,NA,0.00788,119.84805,"Uncontrolled",0,NA,"Significant","Fair",0.1319,43.3,340,NA,25,0,25,7,6,0.0151319840079509
"193",192,"SOAD04037","Navaldia","Yes","Flood Risk Reduction","Earth",4.026,0.1,NA,0.01576,NA,"Uncontrolled",0.2,0,"High","Satisfactory",0.0608,43.4,124.7,NA,32,0,32,7,6,0.006435011803412
"194",193,"SOAD05573","Navaldia","Yes","Flood Risk Reduction","Earth",8.4,0.068,NA,NA,2.66329,"",1,NA,"High","Satisfactory",0.0839,779,840.8,NA,39,1,11,5,39,0.0091016379250813
"195",194,"SOAD06120","Navaldia","No","","Earth",6.792,0.105,NA,0.01379,90.55186,"Uncontrolled",0,NA,"Significant","Not Rated",0.1704,19.3,39,NA,NA,0,NA,10,5,0.0205507359717424
"196",195,"SOAD13066","Navaldia","Yes","","",3.844,0.453,NA,0.01773,NA,"",0.2,NA,"High","Fair",0.1005,19.8,694.2,NA,NA,0,NA,6,5,0.0111128369290056
"197",196,"SOAD15736","Navaldia","Yes","Recreation","Earth",8.337,0.072,NA,0.01576,2.66329,"",0.5,NA,"Significant","Poor",0.1459,35.9,92.3,8.5,111,0,111,8,111,0.0170302115590681
"198",197,"SOAD20087","Navaldia","Yes","Flood Risk Reduction","Earth",8.197,0.098,NA,0.00985,2.66329,"",0.5,NA,"Significant","Fair",0.1534,43.3,397,NA,NA,0,NA,7,NA,0.018060728188269
"199",198,"SOAD00195","Navaldia","Yes","","Earth",6.562,0.098,NA,0.02364,2.66329,"Uncontrolled",0.5,NA,"High","Unsatisfactory",0.1339,42.9,626.6,NA,59,0,59,5,3,0.0153994738795151
"200",199,"SOAD00368","Navaldia","Yes","Flood Risk Reduction","Earth",9.16,0.06,NA,NA,2.66329,"",1,NA,"High","Satisfactory",0.1008,849,693.6,NA,35,0,35,6,35,0.0111498021822783
"201",200,"SOAD01805","Flumevale","No","Debris Control","Earth",24.241,0.167,NA,0.00788,13.31645,"Uncontrolled",0.2,NA,"High","Not Available",0.078,32.3,681.5,NA,87,0,87,3,87,0.00840183631904458
"202",201,"SOAD03479","Navaldia","Yes","Recreation","Earth",10.136,0.108,NA,0.01773,2.66329,"",0.2,NA,"Low","Not Rated",0.0332,8.4,19.5,8.8,68,0,68,9,68,0.00341365256813793
"203",202,"SOAD03755","Navaldia","Yes","Recreation","Earth",3.47,0.077,NA,0.00591,5.32658,"Uncontrolled",0.5,NA,"High","Poor",0.1284,11.7,706.5,4,NA,0,NA,2,6,0.0146673414993877
"204",203,"SOAD05175","Navaldia","Yes","Flood Risk Reduction","Earth",3.762,0.127,NA,NA,2.66329,"",1,NA,"High","Satisfactory",0.0764,905.6,853.3,NA,21,1,14,5,21,0.00821339647529361
"205",204,"SOAD08505","Navaldia","Yes","Flood Risk Reduction","Earth",2.78,0.167,NA,0.00788,5.32658,"",0.5,NA,"Significant","Fair",0.1426,30.8,57.2,NA,39,0,39,6,39,0.0165818254276256
"206",205,"SOAD09636","Navaldia","Yes","Water Supply","Earth",10.192,0.063,NA,0.00788,10.65316,"",1,NA,"High","Fair",0.1095,5.2,568.4,25.4,99,0,99,6,99,0.0122609883298958
"207",206,"SOAD10902","Navaldia","Yes","Recreation","Earth",5.346,0.08,NA,0.02167,2.66329,"",0.5,NA,"Significant","Fair",0.1572,9.1,273.8,4.7,NA,0,NA,6,NA,0.0186103559270366
"208",207,"SOAD13575","Navaldia","Yes","Flood Risk Reduction","Earth",7.119,0.043,NA,NA,2.66329,"",1,NA,"High","Fair",0.0961,793.5,928.7,NA,NA,0,NA,5,NA,0.0105733514788288
"209",208,"SOAD13805","Flumevale","No","Fish and Wildlife Pond","Earth",4.377,0.058,2461,NA,NA,"Uncontrolled",0,25.04,"Significant","Not Rated",0.1194,5,123.9,NA,91,0,91,15,91,0.0135039669193448
"210",209,"SOAD14755","Navaldia","Yes","Other","Earth",8.556,0.037,NA,0.00394,NA,"",0.5,NA,"Significant","Satisfactory",0.1385,11.7,43.4,NA,NA,0,NA,8,NA,0.0160200365627379
"211",210,"SOAD15283","Navaldia","Yes","Recreation","Earth",7.514,0.067,NA,0.01773,5.32658,"",1,NA,"High","Fair",0.1177,28.3,551.7,9.1,94,0,94,5,94,0.0132787441438612
"212",211,"SOAD15911","Navaldia","Yes","Recreation","Earth",4.349,0.115,NA,0.02364,2.66329,"",0.5,NA,"Significant","Fair",0.1379,34.5,314.4,4.2,87,0,87,5,87,0.0159386790933961
"213",212,"SOAD16757","Navaldia","Yes","Flood Risk Reduction","Earth",5.569,0.333,NA,NA,2.66329,"",1,NA,"High","Fair",0.0982,788,667.3,NA,NA,0,NA,5,NA,0.0108302181855837
"214",213,"SOAD17127","Navaldia","Yes","Flood Risk Reduction","Earth",3.422,0.067,NA,NA,5.32658,"",0.5,NA,"Significant","Satisfactory",0.1119,125.5,397.9,NA,26,0,26,4,26,0.0125437888589564
"215",214,"SOAD00910","Navaldia","Yes","","Earth",3.985,0.158,NA,0.02955,NA,"Uncontrolled",0.5,NA,"High","Poor",0.1359,35.3,511.3,NA,NA,0,NA,6,6,0.0156683802538881
"216",215,"SOAD03137","Flumevale","Yes","Hydroelectric","Earth",9.44,0.136,NA,0.0197,NA,"",0.5,NA,"Low","Satisfactory",0.0644,15,8.5,NA,42,0,42,6,2,0.00684198834387758
"217",216,"SOAD03483","Lyndrassia","No","Grade Stabilization","Earth",11.399,0.071,7290,0.05319,1251.7463,"Uncontrolled",0,NA,"Low","Not Rated",0.0772,18.7,10.5,NA,32,0,32,32,32,0.0083075441177363
"218",217,"SOAD03983","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",9.229,0.043,NA,NA,NA,"",0,10.07,"Low","",0.0782,19,334.5,NA,87,0,87,87,87,0.00842543185069728
"219",218,"SOAD04257","Navaldia","No","","",3.08,NA,NA,0.03349,NA,"",0,NA,"Significant","Not Rated",0.1372,32.7,334.3,NA,NA,0,NA,13,11,0.0158439176729081
"220",219,"SOAD05038","Navaldia","Yes","Recreation","Earth",3.49,0.017,NA,0.04925,10.65316,"",0.5,NA,"Significant","Fair",0.1358,41.2,80.1,4,NA,0,NA,5,NA,0.0156549016559732
"221",220,"SOAD06212","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.247,0.133,2000,0.00788,93.21515,"Uncontrolled",0,NA,"Low","Not Rated",0.0931,33,22.8,NA,60,0,60,60,60,0.010208271963348
"222",221,"SOAD06797","Navaldia","No","Recreation","Earth",NA,NA,NA,0.01576,NA,"",0.2,NA,"Significant","Not Rated",0.1492,29.2,178.4,4.1,NA,0,NA,16,11,0.0175119128855346
"223",222,"SOAD06951","Lyndrassia","Yes","Flood Risk Reduction","Earth",15.695,0.117,NA,0.01773,NA,"Uncontrolled",0.333333333333333,0,"High","Satisfactory",0.0858,8.8,707.7,NA,33,1,34,4,18,0.00932863171534105
"224",223,"SOAD07781","Navaldia","Yes","Recreation","Earth",1.784,NA,NA,0.0197,2.66329,"",0.5,NA,"Significant","Not Rated",0.1246,20.6,261.4,7.7,23,0,23,8,23,0.0141532904861301
"225",224,"SOAD09660","Navaldia","Yes","Water Supply","Earth",6.302,0.293,NA,0.01379,2.66329,"",0.5,NA,"Significant","Not Rated",0.1701,16.2,124.8,64.1,32,1,11,6,32,0.0205089668000385
"226",225,"SOAD10274","Navaldia","Yes","Recreation","Earth",5.35,NA,NA,0.02167,2.66329,"",0.5,NA,"Significant","Not Rated",0.1157,15.2,407.3,5.5,23,0,23,8,23,0.0130186729101719
"227",226,"SOAD11672","Navaldia","Yes","","Earth",7.312,0.133,NA,0.01576,NA,"Uncontrolled",0.2,NA,"High","Not Rated",0.0969,46.5,867.3,NA,NA,0,NA,7,2,0.0106710756383518
"228",227,"SOAD13606","Navaldia","Yes","Irrigation","Earth",7.459,0.117,NA,0.00788,2.66329,"",1,NA,"High","Fair",0.0957,21.6,665.9,7.3,38,0,38,4,38,0.010524548526999
"229",228,"SOAD13959","Navaldia","Yes","Recreation","Earth",9.452,0.107,NA,0.00788,2.66329,"",0.5,NA,"Significant","Fair",0.1285,43.1,290.6,6.8,173,0,173,6,173,0.014680555335522
"230",229,"SOAD14676","Lyndrassia","No","Grade Stabilization","Earth",11.913,0.074,6250,0.00788,NA,"Uncontrolled",0,101.95,"Low","Not Available",0.0921,31.9,96.9,NA,28,0,28,28,28,0.0100870540337326
"231",230,"SOAD18509","Flumevale","Yes","Recreation","Earth",5.384,0.193,NA,0.01576,NA,"",0.5,6.48,"Significant","Satisfactory",0.1246,38.9,358.6,4.3,NA,0,NA,4,4,0.0141532904861301
"232",231,"SOAD19292","Navaldia","Yes","Flood Risk Reduction","Earth",8.455,0.075,NA,NA,2.66329,"Uncontrolled",0.5,0,"High","Not Rated",0.0811,26.3,360.7,NA,41,0,41,2,2,0.0087685691250583
"233",232,"SOAD19595","Navaldia","Yes","Recreation","Earth",3.887,0.167,NA,0.02364,NA,"",0.5,NA,"Significant","Satisfactory",0.1495,29.5,406.3,3.3,NA,0,NA,6,NA,0.0175556213448466
"234",233,"SOAD19983","Navaldia","Yes","Recreation","Earth",7.284,0.102,NA,0.01576,NA,"",0.5,NA,"Significant","Not Rated",0.1392,25.9,122.4,8.8,38,0,38,7,38,0.0161151083714986
"235",234,"SOAD20558","Flumevale","Yes","Recreation","Other",4.556,0.284,NA,0.02364,NA,"Uncontrolled",0.5,0,"Significant","Fair",0.1407,13.2,108.1,8.7,85,0,85,3,3,0.0163193910050347
"236",235,"SOAD00944","Lyndrassia","No","Grade Stabilization","Earth",10.153,0.092,9558,0.00788,234.36952,"Uncontrolled",0,NA,"Low","Not Rated",0.1034,35.8,9.9,NA,29,0,29,29,29,0.0114711823504553
"237",236,"SOAD01763","Navaldia","Yes","Flood Risk Reduction","Earth",4.393,0.133,NA,NA,2.66329,"",0.5,NA,"Significant","Fair",0.1259,151.1,110.4,NA,43,1,15,13,43,0.014335268883475
"238",237,"SOAD02095","Navaldia","Yes","Recreation","Stone",12.447,0.037,NA,NA,5.32658,"",0.2,NA,"Low","Not Rated",0.0513,5.2,14.5,9.4,111,0,111,6,111,0.00536975838262975
"239",238,"SOAD05098","Navaldia","Yes","Other","Earth",17.434,0.055,NA,0.00394,NA,"",0.5,NA,"Significant","Satisfactory",0.1137,32.5,116.2,NA,43,0,43,8,43,0.0127646697796939
"240",239,"SOAD05797","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.642,0.157,9450,0.03152,873.55912,"",0,NA,"Low","Not Rated",0.1136,12.4,19.3,NA,42,0,42,42,42,0.0127521980174751
"241",240,"SOAD08010","Lyndrassia","No","","",7.31,NA,NA,0.01773,NA,"",0,0,"High","Not Rated",0.1324,45.1,302.6,NA,NA,0,NA,NA,NA,0.0151987224873492
"242",241,"SOAD08042","Lyndrassia","No","Grade Stabilization","Earth",11.472,0.073,5313,0.03349,1997.4675,"Uncontrolled",0,NA,"Low","Not Rated",0.0798,45.7,18.3,NA,28,0,28,28,28,0.00861451791259842
"243",242,"SOAD09496","Navaldia","Yes","Recreation","Earth",3.75,0.167,NA,0.01576,NA,"Uncontrolled",0.2,NA,"High","Fair",0.0873,44,752.9,6,NA,2,23,6,6,0.00950840060419178
"244",243,"SOAD09511","Lyndrassia","Yes","","",12.921,0.034,NA,0.00985,2.66329,"",0,7.84,"Significant","Unsatisfactory",0.1919,20.7,471.7,NA,21,0,21,21,9,0.0238655706211765
"245",244,"SOAD10593","Flumevale","Yes","","Earth",8.948,0.16,NA,0.03349,45.27593,"Uncontrolled",0.166666666666667,1.61,"Low","Unsatisfactory",0.0936,5.4,953.9,NA,72,0,72,7,14,0.0102689690159989
"246",245,"SOAD10809","Lyndrassia","No","Recreation","Earth",10.791,NA,NA,0.00788,138.49108,"",0,11.76,"High","Not Rated",0.0949,44.6,427.2,4.8,36,0,36,36,36,0.010427059667161
"247",246,"SOAD11828","Navaldia","Yes","Recreation","Earth",2.872,0.067,NA,0.03546,NA,"",1,NA,"High","Poor",0.1091,23.2,839.5,8,42,0,42,5,42,0.0121540918184958
"248",247,"SOAD12130","Flumevale","Yes","Irrigation","Earth",13.105,0.1,NA,0.01576,NA,"",1,NA,"Significant","Fair",0.1522,46.3,199,9.4,35,0,35,2,8,0.0178868738259865
"249",248,"SOAD13715","Navaldia","Yes","Recreation","Earth",3.407,0.083,NA,0.01576,5.32658,"",0.5,NA,"Significant","Poor",0.1675,46.1,365.2,4.5,65,0,65,5,65,0.0201059491989471
"250",249,"SOAD14595","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",8.9,0.102,3963,NA,NA,"",0,NA,"Low","Not Rated",0.1174,41.4,23,NA,68,0,68,68,11,0.0132393902789656
"251",250,"SOAD14804","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","",10.557,NA,NA,0.00788,NA,"",0,0,"Significant","Not Rated",0.1487,17.4,115.5,NA,35,0,35,35,35,0.0174390030293472
